customer_id,name,gender,past_3_years_bike_related_purchases,DOB,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Age Group
463,Allis Blanche,Female,9,1962-03-30,62.0,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,20.0,63,55-64
612,Grange Skillington,Male,50,1962-01-12,63.0,GIS Technical Architect,Health,Mass Customer,N,No,14.0,63,55-64
618,Lucho Mitie,Male,17,1962-04-05,62.0,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,18.0,63,55-64
683,Brennan Gagen,Male,60,1962-05-16,62.0,,Manufacturing,Mass Customer,N,Yes,10.0,63,55-64
752,Kalil Palombi,Male,13,1961-06-27,63.0,Speech Pathologist,Financial Services,High Net Worth,N,No,12.0,64,55-64
769,Cameron Letherbury,Male,65,1961-12-28,63.0,Analog Circuit Design manager,IT,Mass Customer,N,No,12.0,64,55-64
813,Lisette Nesbit,Female,12,1962-03-21,62.0,Account Representative III,Health,Mass Customer,N,No,14.0,63,55-64
863,Kessiah Logg,Female,19,1961-09-10,63.0,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5.0,64,55-64
903,Hewe Lidgley,Male,46,1961-07-03,63.0,,Financial Services,Mass Customer,N,No,14.0,64,55-64
946,Bettina Farrer,Female,16,1961-07-17,63.0,Research Associate,Manufacturing,High Net Worth,N,No,12.0,64,55-64
1030,Nariko Dummigan,Female,9,1962-05-05,62.0,Food Chemist,Health,Mass Customer,N,No,5.0,63,55-64
1053,Davon Stanyland,Male,98,1962-05-20,62.0,,Manufacturing,Mass Customer,N,Yes,8.0,63,55-64
1060,Vanda Boadby,Female,88,1961-11-23,63.0,Associate Professor,Agriculture,Affluent Customer,N,Yes,13.0,64,55-64
1108,Ginnie Farriar,Female,86,1962-03-06,62.0,Dental Hygienist,Health,Mass Customer,N,No,17.0,63,55-64
1228,Marti Bisterfeld,Female,43,1962-04-27,62.0,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,6.0,63,55-64
1342,Barnett Morville,Male,14,1962-04-11,62.0,,Retail,Affluent Customer,N,Yes,11.0,63,55-64
1363,Boniface Kivelhan,Male,7,1961-10-16,63.0,Associate Professor,Financial Services,Mass Customer,N,No,18.0,64,55-64
1389,Reina Drever,Female,27,1962-05-14,62.0,,Health,Affluent Customer,N,No,15.0,63,55-64
1514,Pren Brangan,Male,15,1962-01-16,63.0,Professor,Unknown,Mass Customer,N,No,14.0,63,55-64
1540,Ilene Agett,Female,53,1962-03-17,62.0,Mechanical Systems Engineer,Property,Mass Customer,N,Yes,19.0,63,55-64
1566,Stavros Goodinson,Male,95,1962-01-03,63.0,Executive Secretary,Agriculture,Mass Customer,N,No,17.0,63,55-64
1627,Vladimir Morphet,Male,44,1961-11-19,63.0,Librarian,Entertainment,Affluent Customer,N,No,16.0,64,55-64
1706,Slade Semark,Male,32,1961-08-19,63.0,,Financial Services,High Net Worth,N,Yes,10.0,64,55-64
1746,Kev ,Male,58,1962-01-05,63.0,Operator,IT,High Net Worth,N,No,6.0,63,55-64
1786,Lonee Gorce,Female,70,1962-03-20,62.0,Administrative Assistant III,Agriculture,High Net Worth,N,Yes,11.0,63,55-64
1969,Dimitry Kunkler,Male,54,1961-07-06,63.0,Teacher,IT,Mass Customer,N,Yes,19.0,64,55-64
2049,Jud Purchon,Male,21,1962-02-12,62.0,Assistant Professor,Manufacturing,High Net Worth,N,No,5.0,63,55-64
2216,Clarinda Woffinden,Female,29,1962-01-02,63.0,Systems Administrator II,Property,High Net Worth,N,Yes,10.0,63,55-64
2384,Garey Letrange,Male,96,1961-07-16,63.0,Operator,Health,High Net Worth,N,Yes,6.0,64,55-64
2435,Orly Ceney,Female,69,1961-08-12,63.0,Account Coordinator,Manufacturing,Mass Customer,N,No,14.0,64,55-64
2523,Lauree Shewery,Female,28,1961-10-29,63.0,VP Marketing,Financial Services,Mass Customer,N,Yes,9.0,64,55-64
2603,Mercy Jost,Female,44,1962-02-04,63.0,Nurse,Financial Services,High Net Worth,N,No,11.0,63,55-64
2687,Fabe Smallbone,Male,67,1962-01-28,63.0,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,20.0,63,55-64
2761,Agathe Weafer,Female,78,1961-11-11,63.0,Information Systems Manager,Financial Services,Mass Customer,N,No,19.0,64,55-64
2810,Malvin Burchill,Male,27,1961-08-26,63.0,,Property,Mass Customer,N,Yes,15.0,64,55-64
2826,Loise Mulvany,Female,73,1962-04-30,62.0,Web Developer II,Unknown,Mass Customer,N,No,15.0,63,55-64
2884,Karola Conneely,Female,99,1962-01-06,63.0,Assistant Professor,Unknown,Mass Customer,N,No,15.0,63,55-64
2886,Lulu Watkiss,Female,39,1961-08-08,63.0,Nurse Practicioner,Unknown,Mass Customer,N,No,14.0,64,55-64
2888,Hamel Crosser,Male,37,1962-05-23,62.0,Project Manager,IT,High Net Worth,N,Yes,16.0,63,55-64
2897,Kimbra Gerraty,Female,94,1962-04-14,62.0,Assistant Professor,Manufacturing,Affluent Customer,N,No,5.0,63,55-64
3047,Eddy Cossans,Male,20,1962-01-14,63.0,Speech Pathologist,Retail,Mass Customer,N,Yes,19.0,63,55-64
3135,Titus Worsall,Male,83,1962-01-14,63.0,Staff Scientist,Financial Services,Mass Customer,N,No,16.0,63,55-64
3172,Marje Kennewell,Female,69,1961-12-17,63.0,,Retail,Affluent Customer,N,No,5.0,64,55-64
3277,Demetris Shapcote,Male,92,1962-04-20,62.0,Computer Systems Analyst I,Unknown,Affluent Customer,N,No,10.0,63,55-64
3310,Bethany Jarrell,Female,83,1961-10-29,63.0,VP Marketing,Property,Affluent Customer,N,Yes,12.0,64,55-64
3318,Courtnay Allmen,Male,37,1962-02-07,63.0,,Manufacturing,High Net Worth,N,Yes,19.0,63,55-64
3328,Arabella Delgaty,Female,58,1961-08-06,63.0,Food Chemist,Health,Mass Customer,N,No,6.0,64,55-64
3378,Ina Habershaw,Female,17,1962-02-17,62.0,,Financial Services,Affluent Customer,N,No,14.0,63,55-64
3407,Marven Ditts,Male,53,1961-10-08,63.0,Cost Accountant,Financial Services,High Net Worth,N,Yes,19.0,64,55-64
3442,Adrianne Petrecz,Female,17,1962-05-22,62.0,Research Associate,Retail,Mass Customer,N,Yes,14.0,63,55-64
3551,Zed Douris,Male,37,1962-05-10,62.0,Pharmacist,Health,Mass Customer,N,Yes,8.0,63,55-64
3570,Mordy Hedin,Male,13,1962-01-31,63.0,,Entertainment,Mass Customer,N,No,7.0,63,55-64
3582,Beryle Qusklay,Female,66,1961-12-11,63.0,Media Manager II,Property,Mass Customer,N,No,17.0,64,55-64
3584,Adler Teale,Male,95,1962-01-14,63.0,,Health,Mass Customer,N,No,10.0,63,55-64
3589,Nalani Dummer,Female,73,1962-02-19,62.0,Computer Systems Analyst II,Health,High Net Worth,N,No,17.0,63,55-64
3600,Godart Gooderick,Male,88,1962-05-17,62.0,Staff Accountant II,Unknown,Mass Customer,N,No,16.0,63,55-64
3614,Berkie Gimber,Male,59,1961-06-23,63.0,Environmental Specialist,Retail,Affluent Customer,N,Yes,18.0,64,55-64
3627,Loren Pischof,Male,92,1961-08-12,63.0,Teacher,Health,High Net Worth,N,Yes,14.0,64,55-64
3642,Ardith Portigall,Female,39,1962-05-21,62.0,,Unknown,Affluent Customer,N,Yes,8.0,63,55-64
3645,Cozmo Rylstone,Male,47,1961-07-04,63.0,Structural Analysis Engineer,Manufacturing,High Net Worth,N,No,14.0,64,55-64
3657,Wyatan Rogeon,Male,95,1961-07-24,63.0,,Unknown,High Net Worth,N,No,8.0,64,55-64
3681,Doll Benedicto,Female,90,1962-02-06,63.0,Community Outreach Specialist,Property,Mass Customer,N,Yes,20.0,63,55-64
3692,Linea Kubica,Female,47,1961-11-05,63.0,Business Systems Development Analyst,Unknown,High Net Worth,N,Yes,6.0,64,55-64
3714,Lemuel Gerram,Male,83,1962-03-30,62.0,VP Sales,Manufacturing,Mass Customer,N,No,6.0,63,55-64
3735,Cchaddie Heffron,Male,91,1961-12-02,63.0,Senior Quality Engineer,Entertainment,Mass Customer,N,No,15.0,64,55-64
3742,Veda Faill,Female,79,1961-11-09,63.0,Editor,Property,High Net Worth,N,Yes,16.0,64,55-64
3746,Thaddeus McLurg,Male,64,1961-09-01,63.0,Developer II,Unknown,Affluent Customer,N,Yes,16.0,64,55-64
3752,Peta Nunes Nabarro,Female,67,1961-09-15,63.0,Administrative Assistant I,Agriculture,Affluent Customer,N,Yes,16.0,64,55-64
3781,Karalee Hosten,Female,30,1961-10-16,63.0,Graphic Designer,Retail,Mass Customer,N,Yes,12.0,64,55-64
3890,Mavra Padell,Female,72,1962-05-25,62.0,Physical Therapy Assistant,Retail,Mass Customer,N,No,10.0,63,55-64
3982,Maurita O'Kinedy,Female,89,1962-06-02,62.0,General Manager,Manufacturing,Mass Customer,N,Yes,12.0,63,55-64
22,Deeanne Durtnell,Female,79,1962-12-10,62.0,,IT,Mass Customer,N,No,11.0,63,55-64
31,Star Praton,Female,3,1962-11-24,62.0,Staff Accountant III,Telecommunications,High Net Worth,N,Yes,14.0,63,55-64
273,Nevile Abraham,Male,54,1963-04-22,61.0,Computer Systems Analyst IV,Unknown,Mass Customer,N,No,19.0,62,55-64
314,Catie Advani,Female,27,1962-08-25,62.0,Marketing Assistant,Retail,High Net Worth,N,Yes,5.0,63,55-64
482,Gar Wallis,Male,33,1962-12-19,62.0,,Health,Mass Customer,N,No,20.0,63,55-64
524,Florence Held,Female,16,1962-09-09,62.0,Nurse,Retail,Mass Customer,N,No,11.0,63,55-64
759,Mitchel Schimek,Male,89,1963-04-18,61.0,Clinical Specialist,Health,High Net Worth,N,No,13.0,62,55-64
1010,Leighton Ebbles,Male,24,1963-01-26,62.0,Nurse,Financial Services,Affluent Customer,N,No,17.0,62,55-64
1065,Chilton Ghirigori,Male,8,1962-06-27,62.0,Quality Engineer,Financial Services,Mass Customer,N,Yes,8.0,63,55-64
1106,Sibyl Bigmore,Female,2,1962-12-17,62.0,Software Consultant,Retail,Mass Customer,N,No,15.0,63,55-64
1123,Dominick Downey,Male,50,1962-06-18,62.0,,Property,Mass Customer,N,No,13.0,63,55-64
1279,Burr Lygoe,Male,30,1962-08-12,62.0,Staff Accountant I,Financial Services,Mass Customer,N,No,20.0,63,55-64
1442,Mylo Norrie,Male,1,1963-03-07,61.0,,Manufacturing,Affluent Customer,N,No,17.0,62,55-64
1555,Marcello Spenclay,Male,60,1962-08-19,62.0,Tax Accountant,Health,High Net Worth,N,No,15.0,63,55-64
1639,Marna Showers,Female,9,1962-12-17,62.0,,Manufacturing,Mass Customer,N,Yes,12.0,63,55-64
1649,Brenden Dinley,Male,6,1962-07-17,62.0,Chief Design Engineer,Property,Mass Customer,N,No,7.0,63,55-64
1672,Sharla Creebo,Female,21,1963-04-27,61.0,Design Engineer,IT,Affluent Customer,N,Yes,9.0,62,55-64
1701,Hazlett Goane,Male,11,1963-04-24,61.0,,Manufacturing,High Net Worth,N,No,17.0,62,55-64
1704,Tremain Breadon,Male,96,1962-10-22,62.0,Analyst Programmer,IT,High Net Worth,N,No,12.0,63,55-64
1804,Matelda Kordas,Female,91,1963-03-28,61.0,Product Engineer,Property,Affluent Customer,N,No,4.0,62,55-64
1822,Trudie Capper,Female,67,1962-09-18,62.0,,Financial Services,Mass Customer,N,No,9.0,63,55-64
1934,Bryant Tordiffe,Male,70,1963-01-17,62.0,Budget/Accounting Analyst IV,Unknown,Affluent Customer,N,Yes,14.0,62,55-64
1983,Kimberlee Soonhouse,Female,6,1963-03-10,61.0,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,18.0,62,55-64
1999,Raquel Bamlett,Female,6,1962-08-16,62.0,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,63,55-64
2003,Lilli Hargey,Female,80,1962-06-21,62.0,Statistician III,Manufacturing,High Net Worth,N,Yes,8.0,63,55-64
2018,Richie Matts,Male,80,1963-01-30,62.0,Senior Developer,Financial Services,Affluent Customer,N,No,12.0,62,55-64
2170,Dewitt Laight,Male,27,1963-04-27,61.0,Geological Engineer,Manufacturing,Affluent Customer,N,No,6.0,62,55-64
2174,Rock Vickerstaff,Male,32,1962-09-21,62.0,Account Executive,Agriculture,High Net Worth,N,No,11.0,63,55-64
2176,Josie Gallemore,Female,79,1962-11-09,62.0,Accountant II,Property,High Net Worth,N,Yes,12.0,63,55-64
2186,Carolina Sexty,Female,61,1963-03-18,61.0,Clinical Specialist,Health,High Net Worth,N,No,5.0,62,55-64
2308,Nancey Hastie,Female,52,1963-03-19,61.0,Paralegal,Financial Services,Mass Customer,N,Yes,17.0,62,55-64
2327,Alie Sowle,Female,19,1963-04-05,61.0,Budget/Accounting Analyst II,Unknown,Affluent Customer,N,No,6.0,62,55-64
2331,Marybelle Antal,Female,48,1963-04-11,61.0,Database Administrator III,Financial Services,Mass Customer,N,Yes,10.0,62,55-64
2357,Lisette Mingardi,Female,39,1962-10-15,62.0,Civil Engineer,Manufacturing,Mass Customer,N,No,6.0,63,55-64
2715,Umberto Cappineer,Male,27,1962-11-14,62.0,Civil Engineer,Manufacturing,Affluent Customer,N,No,11.0,63,55-64
2740,Godiva Bulward,Female,61,1963-02-02,62.0,Administrative Officer,Financial Services,Affluent Customer,N,Yes,12.0,62,55-64
2841,Bibby Carnson,Female,19,1963-01-31,62.0,Recruiting Manager,Unknown,Mass Customer,N,No,16.0,62,55-64
2881,Ezra Steffan,Male,71,1962-09-27,62.0,Associate Professor,Health,Affluent Customer,N,Yes,11.0,63,55-64
2910,Drucill Petrus,Female,15,1962-12-17,62.0,Registered Nurse,Health,Mass Customer,N,Yes,12.0,63,55-64
2926,Jonie Bickerstasse,Female,27,1963-03-20,61.0,Research Nurse,Health,High Net Worth,N,No,12.0,62,55-64
3003,Brita Tupie,Female,72,1963-05-02,61.0,Web Developer I,Retail,Mass Customer,N,Yes,4.0,62,55-64
3062,Lesley Ruskin,Male,78,1962-11-09,62.0,Civil Engineer,Manufacturing,Mass Customer,N,No,13.0,63,55-64
3189,Abbott Knaggs,Male,40,1963-03-01,61.0,Environmental Specialist,Financial Services,Mass Customer,N,No,11.0,62,55-64
3290,Brandyn Gain,Male,22,1962-09-18,62.0,,Manufacturing,High Net Worth,N,Yes,18.0,63,55-64
3360,Joelie Sherlaw,Female,77,1963-03-23,61.0,Quality Engineer,Health,Affluent Customer,N,No,5.0,62,55-64
3415,Alberik Kelsey,Male,43,1963-01-17,62.0,Quality Engineer,Property,High Net Worth,N,Yes,11.0,62,55-64
3421,Ronalda McGeechan,Female,60,1962-12-17,62.0,Computer Systems Analyst II,Health,Affluent Customer,N,Yes,18.0,63,55-64
3461,Nigel Izard,Male,28,1962-11-30,62.0,Environmental Specialist,Manufacturing,Affluent Customer,N,Yes,17.0,63,55-64
3514,Darcy Ilett,Male,25,1962-08-24,62.0,Environmental Specialist,Unknown,Mass Customer,N,No,8.0,63,55-64
3585,Concordia Lunbech,Female,41,1962-07-28,62.0,,Financial Services,High Net Worth,N,Yes,20.0,63,55-64
3631,Mignonne Barwood,Female,76,1962-07-01,62.0,Project Manager,IT,High Net Worth,N,Yes,16.0,63,55-64
3634,Clemence Kornas,Female,35,1963-06-01,61.0,Speech Pathologist,Unknown,High Net Worth,N,Yes,15.0,62,55-64
3658,Bo Vell,Male,15,1962-10-20,62.0,,Entertainment,Mass Customer,N,Yes,9.0,63,55-64
3696,Orlan Dunning,Male,27,1962-12-11,62.0,Senior Financial Analyst,Financial Services,High Net Worth,N,No,15.0,63,55-64
3708,Lois Laskey,Female,72,1963-05-15,61.0,Cost Accountant,Financial Services,Mass Customer,N,No,19.0,62,55-64
3765,Bobbe Lomaz,Female,20,1963-06-01,61.0,Automation Specialist IV,Property,Mass Customer,N,No,18.0,62,55-64
3788,Wilie Glanton,Female,73,1962-07-21,62.0,Environmental Specialist,Financial Services,Mass Customer,N,No,18.0,63,55-64
3840,Marc Torrans,Male,27,1962-09-30,62.0,,Unknown,High Net Worth,N,No,5.0,63,55-64
35,Margaretha Strettle,Female,40,1963-09-28,61.0,Information Systems Manager,Health,High Net Worth,N,Yes,16.0,62,55-64
132,Celesta Willavoys,Female,5,1963-07-07,61.0,Web Designer I,Manufacturing,Mass Customer,N,Yes,9.0,62,55-64
202,Audie Pillinger,Female,38,1963-06-24,61.0,Librarian,Entertainment,Affluent Customer,N,Yes,16.0,62,55-64
203,Donovan Conry,Male,71,1964-01-13,61.0,Senior Quality Engineer,Agriculture,Mass Customer,N,Yes,11.0,61,55-64
210,Albrecht Thomasson,Male,50,1963-11-18,61.0,Assistant Manager,Property,Mass Customer,N,No,18.0,62,55-64
433,Reinhard Jubert,Male,94,1964-03-12,60.0,Statistician II,Property,Affluent Customer,N,No,15.0,61,55-64
588,Gunther Jackman,Male,15,1963-10-05,61.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,11.0,62,55-64
705,Eddie Yekel,Male,48,1964-01-16,61.0,Quality Engineer,Retail,High Net Worth,N,No,14.0,61,55-64
723,Madelina Marte,Female,41,1963-08-20,61.0,Food Chemist,Health,Mass Customer,N,Yes,6.0,62,55-64
771,Lammond MacGeffen,Male,12,1964-03-12,60.0,,Unknown,Affluent Customer,N,Yes,8.0,61,55-64
870,Hugh Wilce,Male,63,1964-01-29,61.0,Pharmacist,Health,Mass Customer,N,No,6.0,61,55-64
880,Neely Lundon,Female,11,1963-12-31,61.0,Internal Auditor,Unknown,High Net Worth,N,Yes,10.0,62,55-64
888,Chickie Gulleford,Female,62,1963-11-10,61.0,Accountant IV,Manufacturing,Mass Customer,N,No,10.0,62,55-64
899,Teodora Lawling,Female,42,1963-08-05,61.0,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12.0,62,55-64
917,Odo MacKaig,Male,63,1964-05-06,60.0,VP Product Management,Financial Services,Mass Customer,N,No,19.0,61,55-64
958,Kristofor Saulter,Male,15,1964-01-14,61.0,Biostatistician IV,Health,High Net Worth,N,No,18.0,61,55-64
1248,Genia Bartel,Female,31,1963-12-18,61.0,General Manager,Unknown,Affluent Customer,N,Yes,7.0,62,55-64
1450,Floris Dunkerley,Female,23,1964-01-24,61.0,Statistician I,Manufacturing,Affluent Customer,N,No,6.0,61,55-64
1472,Demeter Robbeke,Female,3,1964-03-03,60.0,Environmental Specialist,Financial Services,Mass Customer,N,No,17.0,61,55-64
1544,Keane Moneypenny,Male,75,1963-08-22,61.0,Dental Hygienist,Health,Affluent Customer,N,Yes,11.0,62,55-64
1564,Sascha Tander,Female,42,1964-02-27,60.0,Geologist III,Retail,Mass Customer,N,No,16.0,61,55-64
1722,Fritz Geare,Male,52,1963-07-17,61.0,Cost Accountant,Financial Services,Mass Customer,N,No,4.0,62,55-64
1882,Justin Ragless,Male,86,1964-05-05,60.0,Account Executive,Manufacturing,Affluent Customer,N,No,10.0,61,55-64
1908,Jaquelyn Workman,Female,2,1963-12-10,61.0,Help Desk Technician,Financial Services,High Net Worth,N,Yes,6.0,62,55-64
1947,Gretta Patrone,Female,66,1963-12-11,61.0,Geologist II,Telecommunications,Affluent Customer,N,Yes,18.0,62,55-64
1950,Berne Fulkes,Male,27,1963-10-07,61.0,Web Developer II,Manufacturing,Affluent Customer,N,Yes,19.0,62,55-64
2004,Brandy Showering,Male,16,1963-06-12,61.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,62,55-64
2063,Benny Crudge,Male,55,1963-06-17,61.0,Clinical Specialist,Health,Affluent Customer,N,No,16.0,62,55-64
2143,Napoleon Terron,Male,53,1963-12-23,61.0,Business Systems Development Analyst,Unknown,High Net Worth,N,Yes,10.0,62,55-64
2155,Fayth Millions,Female,24,1964-01-09,61.0,Data Coordiator,Unknown,Mass Customer,N,No,14.0,61,55-64
2159,Godfrey Bottini,Male,19,1963-10-05,61.0,,Unknown,High Net Worth,N,Yes,6.0,62,55-64
2185,Gayle Gridley,Female,40,1963-10-15,61.0,Human Resources Assistant II,Property,Mass Customer,N,No,19.0,62,55-64
2267,Andrei Mulchrone,Female,78,1964-04-28,60.0,Business Systems Development Analyst,Unknown,Affluent Customer,N,No,14.0,61,55-64
2277,Gillie Ruben,Female,44,1963-08-22,61.0,Cost Accountant,Financial Services,High Net Worth,N,Yes,7.0,62,55-64
2288,Cirillo Hook,Male,63,1964-05-04,60.0,Staff Scientist,Manufacturing,High Net Worth,N,No,8.0,61,55-64
2325,Emmett Whatsize,Male,50,1964-01-06,61.0,Database Administrator IV,Retail,High Net Worth,N,Yes,12.0,61,55-64
2390,Tonya Nealand,Female,48,1964-05-06,60.0,Legal Assistant,Property,Mass Customer,N,No,12.0,61,55-64
2411,Casey McDade,Male,0,1964-05-27,60.0,Technical Writer,Financial Services,High Net Worth,N,No,13.0,61,55-64
2458,Leilah Liddel,Female,73,1964-04-20,60.0,Media Manager II,Manufacturing,High Net Worth,N,Yes,5.0,61,55-64
2561,Elga McWard,Female,44,1963-09-06,61.0,,Manufacturing,High Net Worth,N,Yes,15.0,62,55-64
2583,Appolonia Oxe,Female,34,1963-09-12,61.0,Human Resources Assistant I,Property,Mass Customer,N,No,15.0,62,55-64
2658,Inger Barnham,Female,82,1964-02-11,60.0,,Manufacturing,Mass Customer,N,Yes,6.0,61,55-64
2660,Hunt Scollard,Male,44,1963-11-15,61.0,,Retail,High Net Worth,N,Yes,19.0,62,55-64
2684,Erastus Payley,Male,96,1964-03-14,60.0,Health Coach IV,Health,Mass Customer,N,Yes,12.0,61,55-64
2754,Waring Selwyn,Male,17,1963-06-23,61.0,Chief Design Engineer,Retail,Mass Customer,N,No,11.0,62,55-64
2792,Jocelyne Darben,Female,22,1964-03-02,60.0,Web Developer I,Financial Services,Mass Customer,N,Yes,12.0,61,55-64
2836,Matilda Yellowley,Female,80,1963-11-14,61.0,Clinical Specialist,Health,Mass Customer,N,No,16.0,62,55-64
2905,Emily Shackel,Female,34,1964-05-18,60.0,Account Representative I,Unknown,Mass Customer,N,No,14.0,61,55-64
2941,Emylee Pavlov,Female,38,1963-08-05,61.0,,Retail,Mass Customer,N,No,10.0,62,55-64
3169,Maxim Chavrin,Male,96,1964-01-12,61.0,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19.0,61,55-64
3209,Clarie Markushkin,Female,10,1964-03-28,60.0,Civil Engineer,Manufacturing,Affluent Customer,N,No,15.0,61,55-64
3295,Cleavland Karchowski,Male,14,1964-05-26,60.0,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0,61,55-64
3430,Augustus Pickin,Male,77,1964-02-29,60.0,Research Nurse,Health,Affluent Customer,N,Yes,9.0,61,55-64
3437,Penny Wellington,Male,79,1963-10-20,61.0,VP Marketing,Retail,High Net Worth,N,No,12.0,62,55-64
3493,Jeffie Eakly,Male,30,1964-02-29,60.0,Research Assistant I,Health,High Net Worth,N,No,18.0,61,55-64
3504,Keriann Perdue,Female,39,1963-07-06,61.0,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,6.0,62,55-64
3520,Travis Kaszper,Male,41,1963-08-17,61.0,Research Nurse,Health,Mass Customer,N,Yes,16.0,62,55-64
3528,Eliot Scammell,Male,69,1964-04-06,60.0,Internal Auditor,Manufacturing,Mass Customer,N,Yes,7.0,61,55-64
3577,Fowler Scotsbrook,Male,29,1964-02-18,60.0,Staff Scientist,Retail,High Net Worth,N,No,10.0,61,55-64
3864,Ilyssa Piaggia,Female,23,1963-08-27,61.0,Help Desk Technician,Unknown,Mass Customer,N,Yes,10.0,62,55-64
3874,Bendicty Juste,Male,47,1963-08-14,61.0,Actuary,Financial Services,Mass Customer,N,No,19.0,62,55-64
3919,Traci Beeckx,Female,38,1963-07-30,61.0,Cost Accountant,Financial Services,High Net Worth,N,No,18.0,62,55-64
3973,Carolan Jorez,Female,24,1963-07-13,61.0,Editor,Manufacturing,High Net Worth,N,No,17.0,62,55-64
3980,Nils McGebenay,Male,41,1964-01-16,61.0,Web Designer I,Manufacturing,Mass Customer,N,No,12.0,61,55-64
3987,Beckie Wakeham,Female,18,1964-05-29,60.0,,Agriculture,Mass Customer,N,No,7.0,61,55-64
131,Jana Renyard,Female,57,1964-10-16,60.0,Administrative Officer,Retail,High Net Worth,N,No,8.0,61,55-64
139,Gar ,Male,1,1964-07-28,60.0,Operator,Telecommunications,Affluent Customer,N,No,4.0,61,55-64
151,Donnie Brimson,Male,36,1965-01-31,60.0,Marketing Manager,Manufacturing,Mass Customer,N,Yes,13.0,60,55-64
160,Wake Durning,Male,5,1964-07-15,60.0,Registered Nurse,Health,Mass Customer,N,No,18.0,61,55-64
193,Foss Hardes,Male,13,1964-07-22,60.0,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12.0,61,55-64
219,Markus Mughal,Male,9,1964-11-25,60.0,Database Administrator III,Health,Mass Customer,N,No,7.0,61,55-64
295,Lena Chape,Female,64,1964-12-26,60.0,Database Administrator II,Unknown,Mass Customer,N,Yes,18.0,61,55-64
347,Berkly Grishinov,Male,50,1965-06-06,59.0,Marketing Manager,Financial Services,Mass Customer,N,No,9.0,60,55-64
520,Jazmin Neumann,Female,66,1964-08-09,60.0,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15.0,61,55-64
621,Constantin Giacobbo,Male,78,1964-11-29,60.0,Systems Administrator III,Unknown,High Net Worth,N,No,14.0,61,55-64
714,Burtie Scintsbury,Male,12,1964-07-13,60.0,,Manufacturing,High Net Worth,N,Yes,15.0,61,55-64
735,Khalil Pennings,Male,33,1965-04-20,59.0,Assistant Manager,Financial Services,Mass Customer,N,Yes,11.0,60,55-64
739,Arnie Zorn,Male,36,1964-12-13,60.0,Senior Editor,Manufacturing,Mass Customer,N,No,8.0,61,55-64
746,Aldo Waistall,Male,47,1964-07-29,60.0,Business Systems Development Analyst,Unknown,Affluent Customer,N,Yes,17.0,61,55-64
788,Gregg Townsend,Male,62,1964-07-01,60.0,Social Worker,Health,Mass Customer,N,No,11.0,61,55-64
840,Chas Carabet,Male,94,1964-06-20,60.0,VP Sales,Financial Services,Affluent Customer,N,Yes,19.0,61,55-64
857,Theo ,Female,15,1964-08-14,60.0,General Manager,Unknown,High Net Worth,N,No,4.0,61,55-64
865,Germain De la Harpe,Female,73,1965-04-12,59.0,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19.0,60,55-64
1067,Berri Cotillard,Female,13,1965-05-17,59.0,Engineer IV,Financial Services,Mass Customer,N,Yes,13.0,60,55-64
1124,Eben Threader,Male,36,1965-02-03,60.0,Health Coach III,Health,Affluent Customer,N,Yes,9.0,60,55-64
1130,Juli Prine,Female,90,1964-12-06,60.0,Sales Associate,Unknown,Mass Customer,N,No,16.0,61,55-64
1151,Brena Amburgy,Female,27,1965-04-06,59.0,VP Product Management,Agriculture,High Net Worth,N,Yes,19.0,60,55-64
1160,Trisha Nisuis,Female,98,1965-04-08,59.0,Speech Pathologist,IT,Affluent Customer,N,No,10.0,60,55-64
1168,Iosep Shaddick,Male,44,1965-02-16,59.0,Pharmacist,Health,Affluent Customer,N,No,18.0,60,55-64
1170,Lari Rotte,Female,62,1964-11-30,60.0,Assistant Professor,IT,Mass Customer,N,Yes,4.0,61,55-64
1223,Kristyn ,Female,19,1965-01-05,60.0,Senior Sales Associate,Manufacturing,Mass Customer,N,Yes,16.0,60,55-64
1234,Rancell Yven,Male,87,1965-04-19,59.0,Geologist I,Unknown,Mass Customer,N,No,17.0,60,55-64
1240,Pen Earey,Female,64,1965-05-13,59.0,Sales Associate,Manufacturing,Mass Customer,N,Yes,19.0,60,55-64
1252,Les Ellwood,Male,46,1965-01-16,60.0,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,60,55-64
1276,Farrel Waiting,Male,24,1964-06-07,60.0,Dental Hygienist,Health,Affluent Customer,N,No,4.0,61,55-64
